Station information:,,,,,,,,
Auckland Aero,20170129,800,0,-,131.4,0,24,D
Auckland Aero,20170130,800,0,-,132.9,0,24,D
Auckland Aero,20170131,800,0,-,134.2,0,24,D
Auckland Aero,20170201,800,0,-,135.4,0,24,D
Auckland Aero,20170202,800,0,-,136.3,0,24,D
Auckland Aero,20170203,800,0.4,-,136.7,0,24,D
Auckland Aero,20170204,800,0,-,137.5,0,24,D
Auckland Aero,20170205,800,0,-,138.2,0,24,D
Auckland Aero,20170206,800,0,-,138.9,0,24,D
Auckland Aero,20170207,800,0,-,139.6,0,24,D
Auckland Aero,20170208,800,0,-,140.2,0,24,D
Auckland Aero,20170209,800,0.8,-,140,0,24,D
Auckland Aero,20170210,800,0.6,-,140,0,24,D
Auckland Aero,20170211,800,0,-,140.6,0,24,D
Auckland Aero,20170212,800,0,-,141.1,0,24,D
Auckland Aero,20170213,800,0.4,-,141.2,0,24,D
Auckland Aero,20170214,800,1.2,-,140.6,0,24,D
Auckland Aero,20170215,800,2.8,-,138.3,0,24,D
Auckland Aero,20170216,800,6,-,133,0,24,D
Auckland Aero,20170217,800,40.8,-,93.2,0,24,D
Auckland Aero,20170218,800,6,-,90.6,0,24,D
Auckland Aero,20170219,800,0.6,-,93.5,0,24,D
Auckland Aero,20170220,800,0.2,-,96.6,0,24,D
Auckland Aero,20170221,800,0,-,99.8,0,24,D
Auckland Aero,20170222,800,0,-,102.7,0,24,D
Auckland Aero,20170223,800,0,-,105.5,0,24,D
Auckland Aero,20170224,800,0,-,108.1,0,24,D
Auckland Aero,20170225,800,0,-,110.6,0,24,D
Auckland Aero,20170226,800,0,-,112.9,0,24,D
Auckland Aero,20170227,800,0,-,115.1,0,24,D
Auckland Aero,20170228,800,0,-,117.2,0,24,D
Auckland Aero,20170301,800,0.6,-,118.5,0,24,D
Auckland Aero,20170302,800,0,-,120,0,24,D
Auckland Aero,20170303,800,0,-,121.4,0,24,D
Auckland Aero,20170304,800,0,-,122.7,0,24,D
Auckland Aero,20170305,800,0,-,124,0,24,D
Auckland Aero,20170306,800,0,-,125.2,0,24,D
Auckland Aero,20170307,800,0,-,126.3,0,24,D
Auckland Aero,20170308,800,44.8,-,82.6,0,24,D
Auckland Aero,20170309,800,5.2,-,80.5,0,24,D
Auckland Aero,20170310,800,0,-,83.8,0,24,D
Auckland Aero,20170311,800,70,-,16.8,0,24,D
Auckland Aero,20170312,800,4.8,-,15.5,0,24,D
Auckland Aero,20170313,800,21,-,0,2,24,D
Auckland Aero,20170314,800,0,-,3.5,0,24,D
Auckland Aero,20170315,800,1.4,-,5.5,0,24,D
Auckland Aero,20170316,800,0,-,9,0,24,D
Auckland Aero,20170317,800,0,-,12.5,0,24,D
Auckland Aero,20170318,800,0,-,16,0,24,D
Auckland Aero,20170319,800,0,-,19.4,0,24,D
Auckland Aero,20170320,800,0,-,22.9,0,24,D
Auckland Aero,20170321,800,0,-,26.4,0,24,D
Auckland Aero,20170322,800,0,-,29.8,0,24,D
Auckland Aero,20170323,800,0,-,33.3,0,24,D
Auckland Aero,20170324,800,0.6,-,36.2,0,24,D
Auckland Aero,20170325,800,0,-,39.7,0,24,D
Auckland Aero,20170326,800,0,-,43.1,0,24,D
Auckland Aero,20170327,800,43.8,-,2.8,0,24,D
Auckland Aero,20170328,800,14.4,-,0,8.1,24,D
Auckland Aero,20170329,800,40.2,-,0,36.7,24,D
Auckland Aero,20170330,800,14.6,-,0,11.1,24,D
Auckland Aero,20170331,800,0,-,3.5,0,24,D
Auckland Aero,20170401,800,0,-,7,0,24,D
Auckland Aero,20170402,900,0.2,-,8.8,0,24,D
Auckland Aero,20170403,900,0.2,-,10.7,0,24,D
Auckland Aero,20170404,900,2.4,-,10.3,0,24,D
Auckland Aero,20170405,900,78.2,-,0,65.9,24,D
Auckland Aero,20170406,900,12.4,-,0,10.4,24,D
Auckland Aero,20170407,900,2,-,0,0,24,D
Auckland Aero,20170408,900,0,-,2.1,0,24,D
Auckland Aero,20170409,900,0,-,4.1,0,24,D
Auckland Aero,20170410,900,0,-,6.2,0,24,D
Auckland Aero,20170411,900,0,-,8.2,0,24,D
Auckland Aero,20170412,900,0.4,-,9.9,0,24,D
Auckland Aero,20170413,900,41.8,-,0,29.9,24,D
Auckland Aero,20170414,900,3.8,-,0,1.8,24,D
Auckland Aero,20170415,900,2.6,-,0,0.6,24,D
Auckland Aero,20170416,900,0,-,2,0,24,D
Auckland Aero,20170417,900,3.6,-,0.5,0,24,D
Auckland Aero,20170418,900,0,-,2.5,0,24,D
Auckland Aero,20170419,900,0,-,4.6,0,24,D
Auckland Aero,20170420,900,0.6,-,6,0,24,D
Auckland Aero,20170421,900,0,-,8.1,0,24,D
Auckland Aero,20170422,900,0,-,10.1,0,24,D
Auckland Aero,20170423,900,0,-,12.1,0,24,D
Auckland Aero,20170424,900,0,-,14.2,0,24,D
Auckland Aero,20170425,900,0,-,16.2,0,24,D
Auckland Aero,20170426,900,0,-,18.3,0,24,D
Auckland Aero,20170427,900,0,-,20.3,0,24,D
Auckland Aero,20170428,900,0,-,22.4,0,24,D
Auckland Aero,20170429,900,0.4,-,24,0,24,D
Auckland Aero,20170430,900,24.6,-,1.4,0,24,D
Auckland Aero,20170501,900,4.8,-,0,1.4,24,D
Auckland Aero,20170502,900,0,-,1.3,0,24,D
Auckland Aero,20170503,900,0,-,2.6,0,24,D
Auckland Aero,20170504,900,5,-,0,1,24,D
Auckland Aero,20170505,900,0.4,-,0.9,0,24,D
Auckland Aero,20170506,900,0,-,2.2,0,24,D
Auckland Aero,20170507,900,0,-,3.6,0,24,D
Auckland Aero,20170508,900,0,-,4.9,0,24,D
Auckland Aero,20170509,900,0,-,6.2,0,24,D
Auckland Aero,20170510,900,0,-,7.5,0,24,D
Auckland Aero,20170511,900,0.6,-,8.2,0,24,D
Auckland Aero,20170512,900,55,-,0,45.4,24,D
Auckland Aero,20170513,900,8.2,-,0,6.9,24,D
Auckland Aero,20170514,900,0,-,1.3,0,24,D
Auckland Aero,20170515,900,0.2,-,2.4,0,24,D
Auckland Aero,20170516,900,0.2,-,3.6,0,24,D
Auckland Aero,20170517,900,15.4,-,0,10.5,24,D
Auckland Aero,20170518,900,9,-,0,7.7,24,D
Auckland Aero,20170519,900,0.8,-,0.5,0,24,D
Auckland Aero,20170520,900,0.6,-,1.2,0,24,D
Auckland Aero,20170521,900,5.4,-,0,2.8,24,D
Auckland Aero,20170522,900,0,-,1.3,0,24,D
Auckland Aero,20170523,900,0,-,2.6,0,24,D
Auckland Aero,20170524,900,0.2,-,3.8,0,24,D
Auckland Aero,20170525,900,1.6,-,3.5,0,24,D
Auckland Aero,20170526,900,0,-,4.8,0,24,D
Auckland Aero,20170527,900,3.8,-,2.3,0,24,D
Auckland Aero,20170528,900,0.4,-,3.2,0,24,D
Auckland Aero,20170529,900,0,-,4.6,0,24,D
Auckland Aero,20170530,900,0,-,5.9,0,24,D
Auckland Aero,20170531,900,0.8,-,6.4,0,24,D
Auckland Aero,20170601,900,0.2,-,7.5,0,24,D
Auckland Aero,20170602,900,2.2,-,6.2,0,24,D
Auckland Aero,20170603,900,10.4,-,0,3.3,24,D
Auckland Aero,20170604,900,0,-,0.9,0,24,D
Auckland Aero,20170605,900,0,-,1.8,0,24,D
Auckland Aero,20170606,900,0.8,-,1.9,0,24,D
Auckland Aero,20170607,900,9.2,-,0,6.4,24,D
Auckland Aero,20170608,900,1.2,-,0,0.3,24,D
Auckland Aero,20170609,900,0,-,0.9,0,24,D
Auckland Aero,20170610,900,0.2,-,1.6,0,24,D
Auckland Aero,20170611,900,1.6,-,0.9,0,24,D
Auckland Aero,20170612,900,0.8,-,1,0,24,D
Auckland Aero,20170613,900,1.4,-,0.6,0,24,D
Auckland Aero,20170614,900,1,-,0.5,0,24,D
Auckland Aero,20170615,900,0,-,1.4,0,24,D
Auckland Aero,20170616,900,0,-,2.3,0,24,D
Auckland Aero,20170617,900,2.6,-,0.6,0,24,D
Auckland Aero,20170618,900,0.2,-,1.3,0,24,D
Auckland Aero,20170619,900,0.2,-,2,0,24,D
Auckland Aero,20170620,900,0,-,2.9,0,24,D
Auckland Aero,20170621,900,0,-,3.8,0,24,D
Auckland Aero,20170622,900,3,-,1.7,0,24,D
Auckland Aero,20170623,900,3.4,-,0,0.8,24,D
Auckland Aero,20170624,900,3.6,-,0,2.7,24,D
Auckland Aero,20170625,900,1.2,-,0,0.3,24,D
Auckland Aero,20170626,900,3.6,-,0,2.7,24,D
Auckland Aero,20170627,900,0,-,0.9,0,24,D
Auckland Aero,20170628,900,0,-,1.8,0,24,D
Auckland Aero,20170629,900,0,-,2.7,0,24,D
Auckland Aero,20170630,900,0.2,-,3.4,0,24,D
Auckland Aero,20170701,900,0.8,-,3.5,0,24,D
Auckland Aero,20170702,900,19.6,-,0,15.2,24,D
Auckland Aero,20170703,900,6.6,-,0,5.7,24,D
Auckland Aero,20170704,900,6.2,-,0,5.3,24,D
Auckland Aero,20170705,900,3,-,0,2.1,24,D
Auckland Aero,20170706,900,7.4,-,0,6.5,24,D
Auckland Aero,20170707,900,30.2,-,0,29.3,24,D
Auckland Aero,20170708,900,1,-,0,0.1,24,D
Auckland Aero,20170709,900,8.6,-,0,7.7,24,D
Auckland Aero,20170710,900,1.6,-,0,0.7,24,D
Auckland Aero,20170711,900,4.8,-,0,3.9,24,D
Auckland Aero,20170712,900,8.8,-,0,7.9,24,D
Auckland Aero,20170713,900,2,-,0,1.1,24,D
Auckland Aero,20170714,900,6.4,-,0,5.5,24,D
Auckland Aero,20170715,900,1.4,-,0,0.5,24,D
Auckland Aero,20170716,900,0,-,0.9,0,24,D
Auckland Aero,20170717,900,0,-,1.8,0,24,D
Auckland Aero,20170718,900,0,-,2.6,0,24,D
Auckland Aero,20170719,900,0.2,-,3.3,0,24,D
Auckland Aero,20170720,900,0,-,4.2,0,24,D
Auckland Aero,20170721,900,21.4,-,0,16.3,24,D
Auckland Aero,20170722,900,23.4,-,0,22.5,24,D
Auckland Aero,20170723,900,7.2,-,0,6.3,24,D
Auckland Aero,20170724,900,2,-,0,1.1,24,D
Auckland Aero,20170725,900,0.6,-,0.3,0,24,D
Auckland Aero,20170726,900,2.4,-,0,1.2,24,D
Auckland Aero,20170727,900,0,-,0.9,0,24,D
Auckland Aero,20170728,900,12.8,-,0,11,24,D
Auckland Aero,20170729,900,0.4,-,0.5,0,24,D
Auckland Aero,20170730,900,0,-,1.4,0,24,D
Auckland Aero,20170731,900,0,-,2.2,0,24,D
Auckland Aero,20170801,900,0,-,3.1,0,24,D
Auckland Aero,20170802,900,6.2,-,0,1.6,24,D
Auckland Aero,20170803,900,1.2,-,0.3,0,24,D
Auckland Aero,20170804,900,0,-,1.7,0,24,D
Auckland Aero,20170805,900,0,-,3.2,0,24,D
Auckland Aero,20170806,900,0.2,-,4.5,0,24,D
Auckland Aero,20170807,900,3.8,-,2.2,0,24,D
Auckland Aero,20170808,900,0,-,3.6,0,24,D
Auckland Aero,20170809,900,11.4,-,0,6.3,24,D
Auckland Aero,20170810,900,10.6,-,0,9.1,24,D
Auckland Aero,20170811,900,2.8,-,0,1.3,24,D
Auckland Aero,20170812,900,2.2,-,0,0.7,24,D
Auckland Aero,20170813,900,0,-,1.5,0,24,D
Auckland Aero,20170814,900,5.4,-,0,2.5,24,D
Auckland Aero,20170815,900,8.2,-,0,6.7,24,D
Auckland Aero,20170816,900,0.4,-,1.1,0,24,D
Auckland Aero,20170817,900,1.4,-,1.1,0,24,D
Auckland Aero,20170818,900,1.8,-,0.8,0,24,D
Auckland Aero,20170819,900,0.2,-,2.1,0,24,D
Auckland Aero,20170820,900,11,-,0,7.4,24,D
Auckland Aero,20170821,900,3,-,0,1.5,24,D
Auckland Aero,20170822,900,0,-,1.5,0,24,D
Auckland Aero,20170823,900,0,-,2.9,0,24,D
Auckland Aero,20170824,900,0,-,4.4,0,24,D
Auckland Aero,20170825,900,0,-,5.9,0,24,D
Auckland Aero,20170826,900,0,-,7.4,0,24,D
Auckland Aero,20170827,900,0,-,8.8,0,24,D
Auckland Aero,20170828,900,8.2,-,2.1,0,24,D
Auckland Aero,20170829,900,7,-,0,3.4,24,D
Auckland Aero,20170830,900,4.6,-,0,3.1,24,D
Auckland Aero,20170831,900,27.2,-,0,25.7,24,D
Auckland Aero,20170901,900,0,-,1.5,0,24,D
Auckland Aero,20170902,900,7.6,-,0,3.4,24,D
Auckland Aero,20170903,900,7.6,-,0,4.8,24,D
Auckland Aero,20170904,900,0,-,2.8,0,24,D
Auckland Aero,20170905,900,0.6,-,4.9,0,24,D
Auckland Aero,20170906,900,7,-,0.7,0,24,D
Auckland Aero,20170907,900,1.6,-,1.9,0,24,D
Auckland Aero,20170908,900,2.4,-,2.3,0,24,D
Auckland Aero,20170909,900,9,-,0,4,24,D
Auckland Aero,20170910,900,10.6,-,0,7.8,24,D
Auckland Aero,20170911,900,6,-,0,3.2,24,D
Auckland Aero,20170912,900,3.2,-,0,0.4,24,D
Auckland Aero,20170913,900,3.8,-,0,1,24,D
Auckland Aero,20170914,900,0,-,2.8,0,24,D
Auckland Aero,20170915,900,0,-,5.5,0,24,D
Auckland Aero,20170916,900,6.4,-,1.9,0,24,D
Auckland Aero,20170917,900,2.4,-,2.3,0,24,D
Auckland Aero,20170918,900,9.6,-,0,4.5,24,D
Auckland Aero,20170919,900,5.8,-,0,3,24,D
Auckland Aero,20170920,900,0,-,2.8,0,24,D
Auckland Aero,20170921,900,1.6,-,3.9,0,24,D
Auckland Aero,20170922,900,3.8,-,2.9,0,24,D
Auckland Aero,20170923,900,1,-,4.7,0,24,D
Auckland Aero,20170924,800,0,-,7.5,0,24,D
Auckland Aero,20170925,800,0,-,10.2,0,24,D
Auckland Aero,20170926,800,0,-,13,0,24,D
Auckland Aero,20170927,800,5.8,-,10,0,24,D
Auckland Aero,20170928,800,0,-,12.8,0,24,D
Auckland Aero,20170929,800,0.6,-,14.9,0,24,D
Auckland Aero,20170930,800,0,-,17.7,0,24,D
Auckland Aero,20171001,800,1.6,-,18.9,0,24,D
Auckland Aero,20171002,800,20.4,-,2,0,24,D
Auckland Aero,20171003,800,0.6,-,5,0,24,D
Auckland Aero,20171004,800,0,-,8.5,0,24,D
Auckland Aero,20171005,800,0,-,12.1,0,24,D
Auckland Aero,20171006,800,0,-,15.6,0,24,D
Auckland Aero,20171007,800,0,-,19.2,0,24,D
Auckland Aero,20171008,800,5.6,-,17.2,0,24,D
Auckland Aero,20171009,800,6,-,14.7,0,24,D
Auckland Aero,20171010,800,0,-,18.3,0,24,D
Auckland Aero,20171011,800,9.4,-,12.4,0,24,D
Auckland Aero,20171012,800,1.6,-,14.4,0,24,D
Auckland Aero,20171013,800,0,-,17.9,0,24,D
Auckland Aero,20171014,800,2.6,-,18.9,0,24,D
Auckland Aero,20171015,800,0.2,-,22.2,0,24,D
Auckland Aero,20171016,800,0,-,25.8,0,24,D
Auckland Aero,20171017,800,0,-,29.4,0,24,D
Auckland Aero,20171018,800,1.2,-,31.7,0,24,D
Auckland Aero,20171019,800,0,-,35.3,0,24,D
Auckland Aero,20171020,800,0,-,38.8,0,24,D
Auckland Aero,20171021,800,0,-,42.4,0,24,D
Auckland Aero,20171022,800,0.2,-,45.7,0,24,D
Auckland Aero,20171023,800,3.6,-,45.7,0,24,D
Auckland Aero,20171024,800,12,-,37.2,0,24,D
Auckland Aero,20171025,800,0.4,-,40.4,0,24,D
Auckland Aero,20171026,800,0,-,43.9,0,24,D
Auckland Aero,20171027,800,3.8,-,43.7,0,24,D
Auckland Aero,20171028,800,7.4,-,39.9,0,24,D
Auckland Aero,20171029,800,0.6,-,42.8,0,24,D
Auckland Aero,20171030,800,0.2,-,46.2,0,24,D
Auckland Aero,20171031,800,0,-,49.7,0,24,D
Auckland Aero,20171101,800,0,-,53.3,0,24,D
Auckland Aero,20171102,800,0,-,57.6,0,24,D
Auckland Aero,20171103,800,1.6,-,60.4,0,24,D
Auckland Aero,20171104,800,0.2,-,64.6,0,24,D
Auckland Aero,20171105,800,1.8,-,67.2,0,24,D
Auckland Aero,20171106,800,0,-,71.5,0,24,D
Auckland Aero,20171107,800,0,-,75.9,0,24,D
Auckland Aero,20171108,800,6.4,-,73.8,0,24,D
Auckland Aero,20171109,800,0.6,-,77.6,0,24,D
Auckland Aero,20171110,800,0,-,81.8,0,24,D
Auckland Aero,20171111,800,0,-,85.8,0,24,D
Auckland Aero,20171112,800,0,-,89.6,0,24,D
Auckland Aero,20171113,800,0,-,93.1,0,24,D
Auckland Aero,20171114,800,0,-,96.4,0,24,D
Auckland Aero,20171115,800,0,-,99.5,0,24,D
Auckland Aero,20171116,800,0,-,102.5,0,24,D
Auckland Aero,20171117,800,0,-,105.3,0,24,D
Auckland Aero,20171118,800,0,-,107.9,0,24,D
Auckland Aero,20171119,800,6.6,-,103.7,0,24,D
Auckland Aero,20171120,800,0.6,-,105.8,0,24,D
Auckland Aero,20171121,800,0,-,108.4,0,24,D
Auckland Aero,20171122,800,0,-,110.8,0,24,D
Auckland Aero,20171123,800,0,-,113.1,0,24,D
Auckland Aero,20171124,800,0,-,115.3,0,24,D
Auckland Aero,20171125,800,0,-,117.3,0,24,D
Auckland Aero,20171126,800,0,-,119.2,0,24,D
Auckland Aero,20171127,800,0,-,121,0,24,D
Auckland Aero,20171128,800,0,-,122.7,0,24,D
Auckland Aero,20171129,800,0,-,124.3,0,24,D
Auckland Aero,20171130,800,0,-,125.8,0,24,D
Auckland Aero,20171201,800,5.2,-,122,0,24,D
Auckland Aero,20171202,800,1,-,123.4,0,24,D
Auckland Aero,20171203,800,0,-,125.6,0,24,D
Auckland Aero,20171204,800,0,-,127.7,0,24,D
Auckland Aero,20171205,800,0,-,129.6,0,24,D
Auckland Aero,20171206,800,0,-,131.3,0,24,D
Auckland Aero,20171207,800,0,-,132.9,0,24,D
Auckland Aero,20171208,800,0,-,134.4,0,24,D
Auckland Aero,20171209,800,0,-,135.7,0,24,D
Auckland Aero,20171210,800,0,-,136.9,0,24,D
Auckland Aero,20171211,800,0,-,138,0,24,D
Auckland Aero,20171212,800,0,-,139,0,24,D
Auckland Aero,20171213,800,0,-,140,0,24,D
Auckland Aero,20171214,800,1.8,-,139,0,24,D
Auckland Aero,20171215,800,0,-,139.9,0,24,D
Auckland Aero,20171216,800,0,-,140.8,0,24,D
Auckland Aero,20171217,800,1.2,-,140.4,0,24,D
Auckland Aero,20171218,800,0,-,141.2,0,24,D
Auckland Aero,20171219,800,0.2,-,141.7,0,24,D
Auckland Aero,20171220,800,0,-,142.4,0,24,D
Auckland Aero,20171221,800,0,-,143.1,0,24,D
Auckland Aero,20171222,800,0,-,143.7,0,24,D
Auckland Aero,20171223,800,0,-,144.2,0,24,D
Auckland Aero,20171224,800,0,-,144.7,0,24,D
Auckland Aero,20171225,800,0,-,145.1,0,24,D
Auckland Aero,20171226,800,3.2,-,142.4,0,24,D
Auckland Aero,20171227,800,0,-,143,0,24,D
Auckland Aero,20171228,800,0.2,-,143.4,0,24,D
Auckland Aero,20171229,800,0,-,144,0,24,D
Auckland Aero,20171230,800,0,-,144.5,0,24,D
Auckland Aero,20171231,800,0,-,144.9,0,24,D
Auckland Aero,20180101,800,0,-,145.3,0,24,D
Auckland Aero,20180102,800,3,-,142.7,0,24,D
Auckland Aero,20180103,800,0,-,143.2,0,24,D
Auckland Aero,20180104,800,0,-,143.7,0,24,D
Auckland Aero,20180105,800,23.8,-,120.3,0,24,D
Auckland Aero,20180106,800,3.8,-,118.7,0,24,D
Auckland Aero,20180107,800,1.4,-,119.5,0,24,D
Auckland Aero,20180108,800,0,-,121.7,0,24,D
Auckland Aero,20180109,800,0,-,123.8,0,24,D
Auckland Aero,20180110,800,0,-,125.6,0,24,D
Auckland Aero,20180111,800,0,-,127.4,0,24,D
Auckland Aero,20180112,800,0,-,129,0,24,D
Auckland Aero,20180113,800,0,-,130.5,0,24,D
Auckland Aero,20180114,800,0,-,131.9,0,24,D
Auckland Aero,20180115,800,0,-,133.2,0,24,D
Auckland Aero,20180116,800,0,-,134.4,0,24,D
Auckland Aero,20180117,800,0,-,135.6,0,24,D
Auckland Aero,20180118,800,7.8,-,128.8,0,24,D
Auckland Aero,20180119,800,15.6,-,114.7,0,24,D
Auckland Aero,20180120,800,0,-,117.3,0,24,D
Auckland Aero,20180121,800,0,-,119.6,0,24,D
Auckland Aero,20180122,800,4.4,-,117.4,0,24,D
Auckland Aero,20180123,800,1.4,-,118.3,0,24,D
Auckland Aero,20180124,800,0.4,-,120.2,0,24,D
Auckland Aero,20180125,800,0,-,122.4,0,24,D
Auckland Aero,20180126,800,0.6,-,123.8,0,24,D
Auckland Aero,20180127,800,0,-,125.6,0,24,D
Auckland Aero,20180128,800,3.4,-,124,0,24,D
Auckland Aero,20180129,800,0,-,125.9,0,24,D
Auckland Aero,20180130,800,0,-,127.6,0,24,D
Auckland Aero,20180131,800,0,-,129.2,0,24,D
Auckland Aero,20180201,800,0,-,130.7,0,24,D
Auckland Aero,20180202,800,31.8,-,99.9,0,24,D
Auckland Aero,20180203,800,0.4,-,102.2,0,24,D
Auckland Aero,20180204,800,15.2,-,89.5,0,24,D
Auckland Aero,20180205,800,4.4,-,88.3,0,24,D
Auckland Aero,20180206,800,2.4,-,89.1,0,24,D
Auckland Aero,20180207,800,0,-,92.3,0,24,D
Auckland Aero,20180208,800,0,-,95.4,0,24,D
Auckland Aero,20180209,800,9.4,-,88.8,0,24,D
Auckland Aero,20180210,800,7.8,-,84.3,0,24,D
Auckland Aero,20180211,800,10.6,-,77.1,0,24,D
Auckland Aero,20180212,800,32.8,-,48.2,0,24,D
Auckland Aero,20180213,800,8.8,-,43.3,0,24,D
Auckland Aero,20180214,800,4.4,-,42.9,0,24,D
Auckland Aero,20180215,800,3,-,43.8,0,24,D
Auckland Aero,20180216,800,0,-,47.8,0,24,D
Auckland Aero,20180217,800,0,-,51.7,0,24,D
Auckland Aero,20180218,800,0,-,55.7,0,24,D
Auckland Aero,20180219,800,0,-,59.6,0,24,D
Auckland Aero,20180220,800,2.6,-,61,0,24,D
Auckland Aero,20180221,800,6.2,-,58.7,0,24,D
Auckland Aero,20180222,800,4.4,-,58.3,0,24,D
Auckland Aero,20180223,800,1.6,-,60.6,0,24,D
Auckland Aero,20180224,800,0,-,64.6,0,24,D
Auckland Aero,20180225,800,0,-,68.5,0,24,D
Auckland Aero,20180226,800,0,-,72.5,0,24,D
Auckland Aero,20180227,800,0.6,-,75.8,0,24,D
Auckland Aero,20180228,800,2.4,-,77.3,0,24,D
Auckland Aero,20180301,800,0,-,81.1,0,24,D
Auckland Aero,20180302,800,0,-,84.3,0,24,D
Auckland Aero,20180303,800,1.4,-,86,0,24,D
Auckland Aero,20180304,800,0,-,89,0,24,D
Auckland Aero,20180305,800,0,-,91.9,0,24,D
Auckland Aero,20180306,800,0,-,94.6,0,24,D
Auckland Aero,20180307,800,0,-,97.2,0,24,D
Auckland Aero,20180308,800,0.8,-,98.8,0,24,D
Auckland Aero,20180309,800,2,-,99.2,0,24,D
Auckland Aero,20180310,800,0,-,101.6,0,24,D
Auckland Aero,20180311,800,0,-,103.8,0,24,D
Auckland Aero,20180312,800,0,-,106,0,24,D
Auckland Aero,20180313,800,11,-,97.1,0,24,D
Auckland Aero,20180314,800,2.2,-,97.3,0,24,D
